# STATION: CXXC1
# STATION NAME: COCHORA RANCH
# LATITUDE: 35.11807
# LONGITUDE: -119.59608
# ELEVATION [ft]: 2697
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_one_hour_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_set_1,volt_set_1,soil_moisture_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d
CXXC1,10/02/2020 13:00 PDT,89.2,18.0,1.9,15.0,,0.0,724.1,95.0,,,3.6,,,40.37,,NNE,85.44
CXXC1,10/02/2020 14:00 PDT,90.5,18.0,4.4,35.0,,0.0,788.6,100.0,,,3.8,,,41.45,,NE,86.62
CXXC1,10/02/2020 15:00 PDT,90.0,19.0,6.1,45.0,,0.0,771.6,102.0,,,4.2,,,42.42,,NE,86.24
CXXC1,10/02/2020 16:00 PDT,90.0,18.0,6.59,40.0,,0.0,684.6,102.0,,,4.2,,,41.03,,NE,86.16
CXXC1,10/02/2020 17:00 PDT,90.0,17.0,7.8,41.0,,0.0,535.1,102.0,,,4.0,,,39.58,,NE,86.09
CXXC1,10/02/2020 18:00 PDT,88.7,18.0,8.0,40.0,,0.0,357.5,99.0,,,4.2,,,39.96,,NE,84.99
CXXC1,10/02/2020 19:00 PDT,87.1,19.0,8.3,40.0,,0.0,160.6,95.0,,,3.4,,,40.01,,NE,83.68
CXXC1,10/02/2020 20:00 PDT,84.6,22.0,4.1,44.0,,0.0,18.76,90.0,,,3.3,,,41.67,,NE,81.84
CXXC1,10/02/2020 21:00 PDT,81.0,27.0,1.4,50.0,,0.0,0.11,86.0,,,3.1,,,43.91,,NE,79.6
CXXC1,10/02/2020 22:00 PDT,79.0,30.0,4.1,49.0,,0.0,0.1,83.0,,,3.4,,,44.92,,NE,
CXXC1,10/02/2020 23:00 PDT,79.0,31.0,2.4,44.0,,0.0,0.08,81.0,,,3.1,,,45.78,,NE,
CXXC1,10/03/2020 00:00 PDT,78.3,37.0,3.69,50.0,,0.0,0.09,79.0,,,2.9,,,49.87,,NE,
CXXC1,10/03/2020 01:00 PDT,75.4,37.0,2.6,47.0,,0.0,0.07,77.0,0.0,,2.9,,,47.27,,NE,
CXXC1,10/03/2020 02:00 PDT,75.7,34.0,6.8,55.0,,0.0,0.06,76.0,,,2.8,,,45.31,,NE,
CXXC1,10/03/2020 03:00 PDT,74.7,34.0,5.6,51.0,,0.0,0.06,75.0,,,3.1,,,44.42,,NE,
CXXC1,10/03/2020 04:00 PDT,72.1,37.0,6.4,46.0,,0.0,0.09,74.0,,,2.6,,,44.32,,NE,
CXXC1,10/03/2020 05:00 PDT,71.2,39.0,5.9,47.0,,0.0,0.08,73.0,,,2.6,,,44.9,,NE,
CXXC1,10/03/2020 06:00 PDT,69.4,39.0,5.9,50.0,,0.0,0.1,72.0,,,2.5,,,43.28,,NE,
CXXC1,10/03/2020 07:00 PDT,70.0,40.0,6.59,46.0,,0.0,0.07,71.0,,,2.4,,,44.48,,NE,
CXXC1,10/03/2020 08:00 PDT,70.9,27.0,7.0,46.0,,0.0,0.93,70.0,,,2.7,,,35.18,,NE,
CXXC1,10/03/2020 09:00 PDT,73.2,21.0,5.31,48.0,,0.0,49.65,70.0,,,2.9,,,30.9,,NE,
CXXC1,10/03/2020 10:00 PDT,77.9,16.0,1.4,62.0,,0.0,229.1,73.0,,,2.6,,,28.17,,ENE,
CXXC1,10/03/2020 11:00 PDT,83.5,17.0,1.11,186.0,,0.0,424.3,80.0,,,2.9,,,34.24,,S,80.8
CXXC1,10/03/2020 12:00 PDT,86.2,18.0,2.6,166.0,,0.0,604.6,87.0,,,3.6,,,37.89,,SSE,82.9
CXXC1,10/03/2020 13:00 PDT,86.7,19.0,5.99,54.0,,0.0,731.4,93.0,,,3.4,,,39.68,,NE,83.35
CXXC1,10/03/2020 14:00 PDT,87.4,20.0,5.6,52.0,,0.0,788.5,98.0,,,3.8,,,41.58,,NE,83.99
CXXC1,10/03/2020 15:00 PDT,87.4,19.0,5.9,37.0,,0.0,775.3,101.0,,,4.4,,,40.26,,NE,83.93
CXXC1,10/03/2020 16:00 PDT,88.2,20.0,5.99,42.0,,0.0,686.9,102.0,,,4.2,,,42.24,,NE,84.69
CXXC1,10/03/2020 17:00 PDT,87.8,18.0,9.9,37.0,,0.0,542.9,100.0,,,4.1,,,39.22,,NE,84.22
CXXC1,10/03/2020 18:00 PDT,87.3,21.0,10.0,32.0,,0.0,385.5,98.0,,,4.1,,,42.75,,NNE,83.98
CXXC1,10/03/2020 19:00 PDT,85.3,24.0,7.7,34.0,,0.0,164.5,94.0,,,4.0,,,44.52,,NE,82.53
CXXC1,10/03/2020 20:00 PDT,82.4,28.0,10.2,38.0,,0.0,18.95,90.0,,,3.5,,,46.07,,NE,80.61
CXXC1,10/03/2020 21:00 PDT,79.5,36.0,5.31,101.0,,0.0,0.12,86.0,,,3.8,,,50.21,,E,
CXXC1,10/03/2020 22:00 PDT,75.6,38.0,4.5,59.0,,0.0,0.1,83.0,,,3.2,,,48.16,,ENE,
CXXC1,10/03/2020 23:00 PDT,73.8,33.0,4.8,52.0,,0.0,0.1,80.0,,,2.9,,,42.84,,NE,
CXXC1,10/04/2020 00:00 PDT,74.7,30.0,5.6,51.0,,0.0,0.1,78.0,,,2.7,,,41.16,,NE,
CXXC1,10/04/2020 01:00 PDT,76.1,34.0,4.8,54.0,,0.0,0.08,77.0,0.0,,2.4,,,45.66,,NE,
CXXC1,10/04/2020 02:00 PDT,75.2,36.0,3.6,53.0,,0.0,0.08,76.0,,,2.6,,,46.37,,NE,
CXXC1,10/04/2020 03:00 PDT,73.6,36.0,2.9,53.0,,0.0,0.05,74.0,,,2.6,,,44.94,,NE,
CXXC1,10/04/2020 04:00 PDT,71.6,39.0,4.7,57.0,,0.0,0.1,73.0,,,2.6,,,45.26,,ENE,
CXXC1,10/04/2020 05:00 PDT,71.8,41.0,4.6,59.0,,0.0,0.08,72.0,,,2.6,,,46.76,,ENE,
CXXC1,10/04/2020 06:00 PDT,70.34,40.0,5.0,52.0,,0.0,0.06,71.0,,,2.9,,,44.79,,NE,
CXXC1,10/04/2020 07:00 PDT,70.7,36.0,5.5,49.0,,0.0,0.07,70.0,,,3.1,,,42.35,,NE,
CXXC1,10/04/2020 08:00 PDT,70.9,40.0,3.8,51.0,,0.0,0.81,69.0,,,1.9,,,45.29,,NE,
CXXC1,10/04/2020 09:00 PDT,70.5,35.0,4.8,50.0,,0.0,47.65,70.0,,,1.9,,,41.45,,NE,
CXXC1,10/04/2020 10:00 PDT,75.7,28.0,1.3,58.0,,0.0,225.2,73.0,,,2.5,,,40.26,,ENE,
CXXC1,10/04/2020 11:00 PDT,80.2,26.0,1.5,222.0,,0.0,419.0,79.0,,,2.7,,,42.24,,SW,79.14
CXXC1,10/04/2020 12:00 PDT,83.7,24.0,2.5,108.0,,0.0,589.0,86.0,,,3.6,,,43.16,,ESE,81.28
CXXC1,10/04/2020 13:00 PDT,85.3,25.0,4.8,57.0,,0.0,721.3,92.0,,,4.0,,,45.59,,ENE,82.61
CXXC1,10/04/2020 14:00 PDT,86.0,25.0,6.7,49.0,,0.0,782.4,97.0,,,3.8,,,46.19,,NE,83.2
CXXC1,10/04/2020 15:00 PDT,86.2,24.0,6.4,49.0,,0.0,767.9,99.0,,,3.5,,,45.29,,NE,83.28
CXXC1,10/04/2020 16:00 PDT,87.1,25.0,7.1,49.0,,0.0,687.0,101.0,,,4.2,,,47.13,,NE,84.17
CXXC1,10/04/2020 17:00 PDT,87.1,25.0,9.49,42.0,,0.0,542.4,99.0,,,3.5,,,47.13,,NE,84.17
CXXC1,10/04/2020 18:00 PDT,85.8,25.0,10.3,36.0,,0.0,330.9,96.0,,,4.1,,,46.02,,NE,83.03
CXXC1,10/04/2020 19:00 PDT,83.7,27.0,9.7,35.0,,0.0,121.2,92.0,,,3.8,,,46.24,,NE,81.5
CXXC1,10/04/2020 20:00 PDT,81.0,30.0,6.8,46.0,,0.0,15.03,89.0,,,3.3,,,46.67,,NE,79.81
CXXC1,10/04/2020 21:00 PDT,80.2,17.0,7.7,38.0,,0.0,0.09,85.0,,,3.6,,,31.53,,NE,78.72
CXXC1,10/04/2020 22:00 PDT,79.7,22.0,6.59,31.0,,0.0,0.06,83.0,,,3.4,,,37.53,,NNE,
CXXC1,10/04/2020 23:00 PDT,77.7,27.0,2.6,35.0,,0.0,0.08,80.0,,,3.3,,,41.05,,NE,
CXXC1,10/05/2020 00:00 PDT,75.4,24.0,5.0,48.0,,0.0,0.08,78.0,,,2.7,,,36.08,,NE,
CXXC1,10/05/2020 01:00 PDT,75.2,30.0,3.4,54.0,,0.0,0.06,76.0,0.0,,2.4,,,41.6,,NE,
CXXC1,10/05/2020 02:00 PDT,74.1,37.0,5.0,53.0,,0.0,0.04,75.0,,,3.1,,,46.11,,NE,
CXXC1,10/05/2020 03:00 PDT,74.5,36.0,3.9,67.0,,0.0,0.03,74.0,,,2.8,,,45.74,,ENE,
CXXC1,10/05/2020 04:00 PDT,72.0,34.0,5.2,51.0,,0.0,0.03,73.0,,,2.6,,,42.03,,NE,
CXXC1,10/05/2020 05:00 PDT,70.3,39.0,5.6,48.0,,0.0,0.04,72.0,,,2.6,,,44.09,,NE,
CXXC1,10/05/2020 06:00 PDT,70.5,39.0,5.5,46.0,,0.0,0.06,71.0,,,2.6,,,44.27,,NE,
CXXC1,10/05/2020 07:00 PDT,71.6,42.0,3.9,51.0,,0.0,0.05,71.0,,,2.6,,,47.22,,NE,
CXXC1,10/05/2020 08:00 PDT,69.26,46.0,6.1,46.0,,0.0,0.53,71.0,,,2.4,,,47.51,,NE,
CXXC1,10/05/2020 09:00 PDT,69.8,44.0,5.31,49.0,,0.0,34.0,71.0,,,2.6,,,46.82,,NE,
CXXC1,10/05/2020 10:00 PDT,75.6,33.0,1.6,76.0,,0.0,212.9,73.0,,,2.6,,,44.43,,ENE,
CXXC1,10/05/2020 11:00 PDT,79.9,31.0,1.6,208.0,,0.0,419.0,80.0,,,2.9,,,46.57,,SSW,
CXXC1,10/05/2020 12:00 PDT,82.4,28.0,2.0,357.0,,0.0,592.2,87.0,,,3.3,,,46.07,,N,80.61
CXXC1,10/05/2020 13:00 PDT,82.6,31.0,4.7,50.0,,0.0,321.9,88.0,,,3.7,,,48.94,,NE,81.01
CXXC1,10/05/2020 14:00 PDT,82.9,28.0,4.6,37.0,,0.0,473.6,91.0,,,3.4,,,46.5,,NE,80.98
CXXC1,10/05/2020 15:00 PDT,84.9,24.0,5.9,52.0,,0.0,696.9,94.0,,,3.4,,,44.18,,NE,82.2
CXXC1,10/05/2020 16:00 PDT,86.4,21.0,6.8,62.0,,0.0,552.1,96.0,,,4.0,,,41.99,,ENE,83.22
CXXC1,10/05/2020 17:00 PDT,86.2,23.0,8.8,60.0,,0.0,441.6,95.0,,,4.0,,,44.18,,ENE,83.19
CXXC1,10/05/2020 18:00 PDT,83.8,22.0,8.7,67.0,,0.0,192.9,92.0,,,3.6,,,41.0,,ENE,81.23
CXXC1,10/05/2020 19:00 PDT,82.6,21.0,8.0,68.0,,0.0,158.7,89.0,,,3.2,,,38.8,,ENE,80.32
CXXC1,10/05/2020 20:00 PDT,80.2,24.0,6.59,74.0,,0.0,18.75,85.0,,,3.3,,,40.17,,ENE,79.05
CXXC1,10/05/2020 21:00 PDT,76.6,23.0,3.5,73.0,,0.0,0.07,81.0,,,3.1,,,36.03,,ENE,
CXXC1,10/05/2020 22:00 PDT,76.1,23.0,3.69,76.0,,0.0,0.06,79.0,,,3.1,,,35.61,,ENE,
CXXC1,10/05/2020 23:00 PDT,74.3,21.0,4.1,50.0,,0.0,0.07,77.0,,,2.9,,,31.82,,NE,
CXXC1,10/06/2020 00:00 PDT,74.1,17.0,5.6,50.0,,0.0,0.06,75.0,,,2.4,,,26.52,,NE,
CXXC1,10/06/2020 01:00 PDT,76.1,21.0,5.6,50.0,,0.0,0.06,74.0,0.0,,2.9,,,33.34,,NE,
CXXC1,10/06/2020 02:00 PDT,73.8,26.0,6.1,49.0,,0.0,0.06,73.0,,,2.7,,,36.73,,NE,
CXXC1,10/06/2020 03:00 PDT,73.9,29.0,5.99,53.0,,0.0,0.06,72.0,,,2.7,,,39.59,,NE,
CXXC1,10/06/2020 04:00 PDT,72.14,28.0,4.2,59.0,,0.0,0.06,72.0,,,2.7,,,37.17,,ENE,
CXXC1,10/06/2020 05:00 PDT,70.3,30.0,3.69,58.0,,0.0,0.08,70.0,,,2.6,,,37.32,,ENE,
CXXC1,10/06/2020 06:00 PDT,69.8,32.0,6.7,47.0,,0.0,0.07,69.0,,,2.9,,,38.52,,NE,
CXXC1,10/06/2020 07:00 PDT,69.4,33.0,5.99,49.0,,0.0,0.07,69.0,,,2.9,,,38.96,,NE,
CXXC1,10/06/2020 08:00 PDT,70.0,35.0,3.9,55.0,,0.0,1.51,69.0,,,2.4,,,41.0,,NE,
CXXC1,10/06/2020 09:00 PDT,72.3,30.0,3.8,59.0,,0.0,48.33,70.0,,,2.6,,,39.06,,ENE,
CXXC1,10/06/2020 10:00 PDT,76.1,29.0,2.09,85.0,,0.0,137.0,72.0,,,2.6,,,41.51,,E,
CXXC1,10/06/2020 11:00 PDT,76.5,29.0,2.4,324.0,,0.0,132.7,74.0,,,2.4,,,41.86,,NW,
CXXC1,10/06/2020 12:00 PDT,76.8,25.0,2.09,245.0,,0.0,312.4,77.0,,,3.6,,,38.31,,WSW,
CXXC1,10/06/2020 13:00 PDT,82.4,19.0,2.09,223.0,,0.0,717.7,87.0,,,3.6,,,36.1,,SW,80.09
CXXC1,10/06/2020 14:00 PDT,85.5,23.0,5.8,47.0,,0.0,710.7,93.0,,,3.4,,,43.59,,NE,82.61
CXXC1,10/06/2020 15:00 PDT,83.5,23.0,8.7,45.0,,0.0,567.4,94.0,,,3.4,,,41.89,,NE,81.07
CXXC1,10/06/2020 16:00 PDT,83.7,25.0,9.6,46.0,,0.0,702.7,95.0,,,4.2,,,44.22,,NE,81.35
CXXC1,10/06/2020 17:00 PDT,83.5,24.0,9.0,51.0,,0.0,512.2,95.0,,,4.2,,,42.99,,NE,81.13
CXXC1,10/06/2020 18:00 PDT,82.0,28.0,8.9,45.0,,0.0,214.1,92.0,,,3.4,,,45.72,,NE,80.33
CXXC1,10/06/2020 19:00 PDT,79.9,30.0,8.19,47.0,,0.0,149.2,89.0,,,3.7,,,45.71,,NE,
CXXC1,10/06/2020 20:00 PDT,77.5,33.0,8.9,67.0,,0.0,17.29,85.0,,,3.1,,,46.11,,ENE,
CXXC1,10/06/2020 21:00 PDT,76.3,34.0,5.31,72.0,,0.0,0.11,82.0,,,3.1,,,45.84,,ENE,
CXXC1,10/06/2020 22:00 PDT,74.3,29.0,3.3,72.0,,0.0,0.07,79.0,,,3.1,,,39.94,,ENE,
CXXC1,10/06/2020 23:00 PDT,72.1,27.0,5.31,49.0,,0.0,0.06,76.0,,,2.7,,,36.21,,NE,
CXXC1,10/07/2020 00:00 PDT,71.4,23.0,5.8,51.0,,0.0,0.07,75.0,,,2.9,,,31.62,,NE,
CXXC1,10/07/2020 01:00 PDT,70.9,21.0,5.6,50.0,,0.0,0.06,73.0,0.0,,2.7,,,28.97,,NE,
CXXC1,10/07/2020 02:00 PDT,70.2,23.0,5.0,51.0,,0.0,0.05,71.0,,,2.6,,,30.6,,NE,
CXXC1,10/07/2020 03:00 PDT,69.4,23.0,4.7,51.0,,0.0,0.08,70.0,,,2.6,,,29.92,,NE,
CXXC1,10/07/2020 04:00 PDT,69.6,22.0,6.1,48.0,,0.0,0.06,69.0,,,2.7,,,29.0,,NE,
CXXC1,10/07/2020 05:00 PDT,69.8,25.0,4.5,54.0,,0.0,0.06,68.0,,,2.6,,,32.31,,NE,
CXXC1,10/07/2020 06:00 PDT,67.8,25.0,5.6,47.0,,0.0,0.05,67.0,,,3.1,,,30.6,,NE,
CXXC1,10/07/2020 07:00 PDT,66.7,27.0,5.5,45.0,,0.0,0.06,66.0,,,2.9,,,31.55,,NE,
CXXC1,10/07/2020 08:00 PDT,65.3,34.0,5.9,48.0,,0.0,0.66,66.0,,,2.2,,,36.09,,NE,
CXXC1,10/07/2020 09:00 PDT,65.5,33.0,5.7,47.0,,0.0,43.71,66.0,,,2.5,,,35.51,,NE,
CXXC1,10/07/2020 10:00 PDT,70.5,26.0,2.9,55.0,,0.0,230.6,69.0,,,2.4,,,33.89,,NE,
CXXC1,10/07/2020 11:00 PDT,79.5,24.0,1.0,223.0,,0.0,428.6,76.0,,,3.3,,,39.58,,SW,
CXXC1,10/07/2020 12:00 PDT,80.2,20.0,2.3,242.0,,0.0,595.0,83.0,,,3.1,,,35.56,,WSW,78.86
CXXC1,10/07/2020 13:00 PDT,83.5,19.0,2.5,30.0,,0.0,719.5,90.0,,,3.5,,,37.02,,NNE,80.87
CXXC1,10/07/2020 14:00 PDT,83.5,20.0,6.8,54.0,,0.0,790.2,95.0,,,3.4,,,38.31,,NE,80.91
CXXC1,10/07/2020 15:00 PDT,84.2,22.0,8.5,58.0,,0.0,781.8,97.0,,,4.0,,,41.34,,ENE,81.53
CXXC1,10/07/2020 16:00 PDT,84.6,23.0,8.9,47.0,,0.0,688.0,97.0,,,4.0,,,42.82,,NE,81.9
CXXC1,10/07/2020 17:00 PDT,83.8,22.0,9.6,42.0,,0.0,521.2,96.0,,,3.8,,,41.0,,NE,81.23
CXXC1,10/07/2020 18:00 PDT,82.4,20.0,10.1,41.0,,0.0,353.6,94.0,,,3.6,,,37.4,,NE,80.14
CXXC1,10/07/2020 19:00 PDT,80.6,25.0,8.7,41.0,,0.0,149.9,89.0,,,4.0,,,41.57,,NE,79.53
CXXC1,10/07/2020 20:00 PDT,78.8,29.0,5.2,51.0,,0.0,11.57,85.0,,,2.9,,,43.86,,NE,
CXXC1,10/07/2020 21:00 PDT,73.8,30.0,5.5,48.0,,0.0,0.1,81.0,,,3.1,,,40.38,,NE,
CXXC1,10/07/2020 22:00 PDT,72.7,28.0,4.8,45.0,,0.0,0.08,78.0,,,2.9,,,37.65,,NE,
CXXC1,10/07/2020 23:00 PDT,72.3,27.0,3.8,42.0,,0.0,0.1,76.0,,,2.4,,,36.39,,NE,
CXXC1,10/08/2020 00:00 PDT,71.2,31.0,4.9,49.0,,0.0,0.08,74.0,,,2.8,,,38.94,,NE,
CXXC1,10/08/2020 01:00 PDT,71.1,31.0,5.9,48.0,,0.0,0.08,72.0,0.0,,2.6,,,38.85,,NE,
CXXC1,10/08/2020 02:00 PDT,72.0,39.0,3.9,50.0,,0.0,0.07,71.0,,,2.6,,,45.62,,NE,
CXXC1,10/08/2020 03:00 PDT,70.7,45.0,5.1,52.0,,0.0,0.08,70.0,,,2.9,,,48.24,,NE,
CXXC1,10/08/2020 04:00 PDT,68.0,45.0,4.9,44.0,,0.0,0.07,69.0,,,2.7,,,45.77,,NE,
CXXC1,10/08/2020 05:00 PDT,66.9,43.0,6.29,46.0,,0.0,0.06,68.0,,,2.2,,,43.57,,NE,
CXXC1,10/08/2020 06:00 PDT,67.3,42.0,5.9,44.0,,0.0,0.08,67.0,,,2.5,,,43.32,,NE,
CXXC1,10/08/2020 07:00 PDT,67.1,46.0,3.69,45.0,,0.0,0.07,67.0,,,2.2,,,45.53,,NE,
CXXC1,10/08/2020 08:00 PDT,66.7,41.0,4.1,48.0,,0.0,0.63,66.0,,,2.5,,,42.14,,NE,
CXXC1,10/08/2020 09:00 PDT,66.9,41.0,3.8,47.0,,0.0,38.88,66.0,,,2.0,,,42.33,,NE,
CXXC1,10/08/2020 10:00 PDT,70.2,37.0,2.09,185.0,,0.0,199.7,70.0,,,1.9,,,42.62,,S,
CXXC1,10/08/2020 11:00 PDT,74.5,30.0,2.0,281.0,,0.0,390.8,75.0,,,2.8,,,40.99,,W,
CXXC1,10/08/2020 12:00 PDT,79.0,28.0,3.6,275.0,,0.0,572.8,82.0,,,2.9,,,43.12,,W,
CXXC1,10/08/2020 13:00 PDT,80.6,24.0,4.5,257.0,,0.0,692.4,89.0,,,3.3,,,40.52,,WSW,79.49
CXXC1,10/08/2020 14:00 PDT,82.8,25.0,4.1,256.0,,0.0,768.9,95.0,,,4.1,,,43.45,,WSW,80.69
CXXC1,10/08/2020 15:00 PDT,85.3,20.0,4.9,66.0,,0.0,770.9,97.0,,,4.0,,,39.82,,ENE,82.27
CXXC1,10/08/2020 16:00 PDT,86.0,20.0,7.2,64.0,,0.0,709.3,98.0,,,3.8,,,40.4,,ENE,82.83
CXXC1,10/08/2020 17:00 PDT,84.9,23.0,8.5,48.0,,0.0,439.2,96.0,,,3.8,,,43.08,,NE,82.13
CXXC1,10/08/2020 18:00 PDT,84.4,23.0,7.59,59.0,,0.0,372.2,93.0,,,3.6,,,42.65,,ENE,81.74
CXXC1,10/08/2020 19:00 PDT,82.2,27.0,8.19,64.0,,0.0,166.8,89.0,,,3.0,,,44.94,,ENE,80.4
CXXC1,10/08/2020 20:00 PDT,78.4,33.0,5.7,52.0,,0.0,14.63,85.0,,,2.9,,,46.91,,NE,
CXXC1,10/08/2020 21:00 PDT,76.3,34.0,3.1,64.0,,0.0,0.13,80.0,,,3.1,,,45.84,,ENE,
CXXC1,10/08/2020 22:00 PDT,69.4,39.0,3.1,55.0,,0.0,0.09,78.0,,,2.7,,,43.28,,NE,
