# STATION: CXXC1
# STATION NAME: COCHORA RANCH
# LATITUDE: 35.11807
# LONGITUDE: -119.59608
# ELEVATION [ft]: 2697
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_one_hour_set_1,solar_radiation_set_1,soil_temp_set_1,precip_accum_set_1,volt_set_1,soil_moisture_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d
CXXC1,10/04/2017 04:00 PDT,48.56,49.0,4.99,50.0,6.69,0.0,0.0,56.1,,12.9,3.5,,,30.09,,NE,
CXXC1,10/04/2017 05:00 PDT,50.72,46.0,4.99,50.0,6.69,0.0,0.1,55.4,,12.9,3.3,,,30.51,,NE,
CXXC1,10/04/2017 06:00 PDT,50.72,45.0,6.11,52.0,7.7,0.0,0.0,54.9,,12.9,3.6,,,29.97,,NE,
CXXC1,10/04/2017 07:00 PDT,50.0,47.0,5.91,51.0,7.81,0.0,0.0,54.1,,12.8,2.8,,,30.38,,NE,
CXXC1,10/04/2017 08:00 PDT,48.56,51.0,5.79,48.0,7.2,0.0,1.0,53.4,,12.8,3.5,,,31.08,,NE,
CXXC1,10/04/2017 09:00 PDT,51.8,45.0,3.89,52.0,7.09,0.0,46.3,53.4,,14.1,3.1,,,30.96,,NE,
CXXC1,10/04/2017 10:00 PDT,57.74,37.0,1.9,92.0,8.01,0.0,277.1,58.8,,14.0,3.6,,,31.47,,E,
CXXC1,10/04/2017 11:00 PDT,59.9,34.0,4.0,80.0,10.0,0.0,483.3,66.4,,13.9,4.3,,,31.3,,E,
CXXC1,10/04/2017 12:00 PDT,61.34,30.0,4.61,81.0,11.61,0.0,660.0,73.9,,13.9,4.3,,,29.48,,E,
CXXC1,10/04/2017 13:00 PDT,63.68,26.0,5.5,58.0,11.79,0.0,786.2,80.1,,13.9,4.7,,,28.02,,ENE,
CXXC1,10/04/2017 14:00 PDT,65.84,24.0,6.51,54.0,12.59,0.0,849.0,84.6,,13.9,5.6,,,27.93,,NE,
CXXC1,10/04/2017 15:00 PDT,67.82,22.0,6.29,55.0,14.0,0.0,841.0,86.2,,13.9,5.1,,,27.5,,NE,
CXXC1,10/04/2017 16:00 PDT,67.28,21.0,10.11,49.0,17.49,0.0,770.8,85.1,,13.9,5.4,,,25.92,,NE,
CXXC1,10/04/2017 17:00 PDT,67.1,23.0,8.5,44.0,14.99,0.0,627.0,84.0,,13.9,5.4,,,27.97,,NE,
CXXC1,10/04/2017 18:00 PDT,66.74,24.0,6.69,42.0,12.71,0.0,436.3,82.0,,13.9,5.0,,,28.69,,NE,
CXXC1,10/04/2017 19:00 PDT,65.12,25.0,5.5,47.0,10.49,0.0,220.6,78.6,,13.9,4.9,,,28.3,,NE,
CXXC1,10/04/2017 20:00 PDT,61.52,29.0,3.8,63.0,6.2,0.0,29.6,73.9,,13.4,4.3,,,28.81,,ENE,
CXXC1,10/04/2017 21:00 PDT,59.36,31.0,3.4,52.0,6.11,0.0,0.1,70.0,,13.3,4.9,,,28.55,,NE,
CXXC1,10/04/2017 22:00 PDT,57.56,35.0,2.51,58.0,3.89,0.0,0.1,66.4,,13.2,4.5,,,29.94,,ENE,
CXXC1,10/04/2017 23:00 PDT,56.66,36.0,3.0,59.0,5.3,0.0,0.1,64.2,,13.1,4.7,,,29.83,,ENE,
CXXC1,10/05/2017 00:00 PDT,56.8,36.0,4.7,51.0,7.2,0.0,0.05,62.6,,13.0,3.9,,,29.95,,NE,
CXXC1,10/05/2017 01:00 PDT,57.56,36.0,4.81,49.0,6.6,0.0,0.1,61.3,0.0,13.0,3.6,67.8,48.2,30.63,,NE,
CXXC1,10/05/2017 02:00 PDT,56.3,37.0,5.39,49.0,7.09,0.0,0.1,60.3,,12.9,4.3,,,30.18,,NE,
CXXC1,10/05/2017 03:00 PDT,54.5,39.0,5.39,50.0,6.6,0.0,0.0,59.0,,12.9,4.5,,,29.87,,NE,
CXXC1,10/05/2017 04:00 PDT,55.22,39.0,5.7,50.0,7.4,0.0,0.0,58.5,,12.9,4.0,,,30.51,,NE,
CXXC1,10/05/2017 05:00 PDT,54.5,43.0,5.61,51.0,6.51,0.0,0.0,57.4,,12.9,3.0,,,32.29,,NE,
CXXC1,10/05/2017 06:00 PDT,53.78,43.0,5.79,49.0,7.2,0.0,0.1,56.8,,12.9,3.8,,,31.63,,NE,
CXXC1,10/05/2017 07:00 PDT,53.06,46.0,6.29,47.0,7.81,0.0,0.1,56.1,,12.8,2.8,,,32.66,,NE,
CXXC1,10/05/2017 08:00 PDT,52.52,48.0,5.61,48.0,7.0,0.0,0.9,55.4,,12.8,2.8,,,33.23,,NE,
CXXC1,10/05/2017 09:00 PDT,54.5,46.0,5.3,51.0,6.8,0.0,43.6,55.4,,14.1,4.1,,,33.98,,NE,
CXXC1,10/05/2017 10:00 PDT,61.7,36.0,2.71,63.0,5.5,0.0,273.3,60.4,,14.0,3.8,,,34.33,,ENE,
CXXC1,10/05/2017 11:00 PDT,63.68,33.0,3.31,75.0,8.1,0.0,481.7,68.5,,13.9,4.0,,,33.9,,ENE,
CXXC1,10/05/2017 12:00 PDT,64.76,30.0,4.9,64.0,10.6,0.0,657.7,75.6,,13.9,4.3,,,32.47,,ENE,
CXXC1,10/05/2017 13:00 PDT,66.02,28.0,5.79,69.0,11.7,0.0,782.7,82.0,,13.9,4.9,,,31.86,,ENE,
CXXC1,10/05/2017 14:00 PDT,68.9,26.0,4.99,40.0,11.5,0.0,842.0,86.7,,13.9,5.0,,,32.51,,NE,
CXXC1,10/05/2017 15:00 PDT,71.96,21.0,4.81,54.0,11.79,0.0,839.0,88.5,,13.9,5.0,,,29.86,,NE,
CXXC1,10/05/2017 16:00 PDT,70.52,21.0,5.1,43.0,11.61,0.0,764.8,88.5,,13.8,5.2,,,28.65,,NE,
CXXC1,10/05/2017 17:00 PDT,70.7,21.0,6.11,34.0,11.61,0.0,627.6,87.3,,13.8,5.4,,,28.8,,NE,
CXXC1,10/05/2017 18:00 PDT,69.44,20.0,5.61,39.0,10.89,0.0,437.9,84.6,,13.8,5.0,,,26.56,,NE,
CXXC1,10/05/2017 19:00 PDT,67.82,23.0,4.41,42.0,9.4,0.0,221.3,81.0,,13.9,4.7,,,28.58,,NE,
CXXC1,10/05/2017 20:00 PDT,65.12,26.0,3.0,37.0,10.2,0.0,30.2,76.5,,13.4,3.8,,,29.26,,NE,
CXXC1,10/05/2017 21:00 PDT,59.54,31.0,2.3,84.0,4.9,0.0,0.1,71.4,,13.2,4.5,,,28.71,,E,
CXXC1,10/05/2017 22:00 PDT,60.26,31.0,2.91,58.0,4.99,0.0,0.0,68.5,,13.1,4.3,,,29.34,,ENE,
CXXC1,10/05/2017 23:00 PDT,57.38,35.0,4.9,51.0,7.29,0.0,0.0,66.0,,13.1,4.3,,,29.78,,NE,
CXXC1,10/06/2017 00:00 PDT,58.6,34.0,5.79,50.0,7.29,0.0,0.04,64.4,,13.0,3.9,,,30.15,,NE,
CXXC1,10/06/2017 01:00 PDT,60.44,32.0,5.7,51.0,7.09,0.0,0.0,63.1,0.0,13.0,4.3,72.0,51.4,30.28,,NE,
CXXC1,10/06/2017 02:00 PDT,58.28,34.0,2.42,82.0,4.41,0.0,0.1,61.3,,12.9,4.5,,,29.86,,E,
CXXC1,10/06/2017 03:00 PDT,58.64,34.0,3.31,67.0,4.29,0.0,0.0,59.9,,12.9,3.0,,,30.18,,ENE,
CXXC1,10/06/2017 04:00 PDT,58.1,35.0,4.21,49.0,5.99,0.0,0.0,59.0,,12.9,3.4,,,30.42,,NE,
CXXC1,10/06/2017 05:00 PDT,56.84,38.0,4.99,49.0,5.99,0.0,0.0,58.3,,12.9,3.6,,,31.33,,NE,
CXXC1,10/06/2017 06:00 PDT,57.2,38.0,5.1,51.0,6.91,0.0,0.0,57.7,,12.9,2.8,,,31.65,,NE,
CXXC1,10/06/2017 07:00 PDT,53.6,42.0,5.3,47.0,7.2,0.0,0.0,56.8,,12.8,3.4,,,30.88,,NE,
CXXC1,10/06/2017 08:00 PDT,54.32,41.0,5.99,48.0,7.09,0.0,0.8,56.1,,12.8,4.3,,,30.94,,NE,
CXXC1,10/06/2017 09:00 PDT,57.38,38.0,4.7,48.0,6.6,0.0,40.7,56.3,,14.1,3.1,,,31.81,,NE,
CXXC1,10/06/2017 10:00 PDT,65.48,29.0,1.41,80.0,4.99,0.0,273.0,61.3,,13.9,3.1,,,32.26,,E,
CXXC1,10/06/2017 11:00 PDT,68.36,26.0,2.91,76.0,6.91,0.0,480.9,69.3,,13.9,4.3,,,32.05,,ENE,
CXXC1,10/06/2017 12:00 PDT,68.36,27.0,5.39,68.0,10.4,0.0,657.2,76.8,,13.8,4.4,,,32.98,,ENE,
CXXC1,10/06/2017 13:00 PDT,71.06,24.0,7.29,59.0,12.5,0.0,780.8,82.4,,13.9,4.7,,,32.38,,ENE,
CXXC1,10/06/2017 14:00 PDT,72.32,25.0,10.6,59.0,17.29,0.0,842.0,86.2,,13.9,5.0,,,34.47,,ENE,
CXXC1,10/06/2017 15:00 PDT,73.76,24.0,10.6,65.0,17.6,0.0,835.0,87.3,,13.9,5.6,,,34.68,,ENE,
CXXC1,10/06/2017 16:00 PDT,75.56,22.0,10.29,53.0,18.3,0.0,760.1,88.0,,13.8,5.4,,,34.04,,NE,
CXXC1,10/06/2017 17:00 PDT,75.38,23.0,9.31,41.0,16.6,0.0,620.9,87.3,,13.8,5.4,,,34.99,,NE,
CXXC1,10/06/2017 18:00 PDT,73.4,25.0,8.59,42.0,13.8,0.0,430.8,84.6,,13.8,5.2,,,35.4,,NE,
CXXC1,10/06/2017 19:00 PDT,70.88,27.0,8.41,38.0,12.39,0.0,212.8,81.0,,13.9,4.5,,,35.16,,NE,
CXXC1,10/06/2017 20:00 PDT,67.46,30.0,5.79,50.0,10.6,0.0,24.9,76.5,,13.4,4.7,,,34.83,,NE,
CXXC1,10/06/2017 21:00 PDT,66.38,31.0,5.7,55.0,11.41,0.0,0.1,73.0,,13.2,4.3,,,34.71,,NE,
CXXC1,10/06/2017 22:00 PDT,65.84,30.0,2.8,93.0,5.7,0.0,0.1,70.0,,13.1,4.3,,,33.42,,E,
CXXC1,10/06/2017 23:00 PDT,63.68,31.0,5.5,49.0,7.0,0.0,0.1,68.2,,13.1,3.6,,,32.34,,NE,
CXXC1,10/07/2017 00:00 PDT,63.3,34.0,4.21,52.0,7.09,0.0,0.05,66.4,,13.0,4.0,,,34.31,,NE,
CXXC1,10/07/2017 01:00 PDT,60.44,36.0,5.3,52.0,6.91,0.0,0.1,64.8,0.0,13.0,4.3,75.6,53.6,33.2,,NE,
CXXC1,10/07/2017 02:00 PDT,62.78,35.0,4.41,57.0,6.6,0.0,0.0,63.5,,12.9,3.8,,,34.58,,ENE,
CXXC1,10/07/2017 03:00 PDT,66.2,32.0,4.41,70.0,7.2,0.0,0.0,62.6,,12.9,3.6,,,35.35,,ENE,
CXXC1,10/07/2017 04:00 PDT,62.24,35.0,3.4,132.0,8.59,0.0,0.0,62.1,,12.9,3.4,,,34.1,,SE,
CXXC1,10/07/2017 05:00 PDT,60.8,38.0,4.21,60.0,6.8,0.0,0.0,60.8,,12.9,3.6,,,34.88,,ENE,
CXXC1,10/07/2017 06:00 PDT,60.08,40.0,5.39,53.0,7.4,0.0,0.0,60.3,,12.9,2.9,,,35.53,,NE,
CXXC1,10/07/2017 07:00 PDT,61.7,39.0,3.6,77.0,5.7,0.0,0.0,59.4,,12.8,4.1,,,36.35,,ENE,
CXXC1,10/07/2017 08:00 PDT,61.34,33.0,3.4,74.0,6.51,0.0,0.8,58.8,,12.8,2.9,,,31.83,,ENE,
CXXC1,10/07/2017 09:00 PDT,64.22,32.0,1.9,77.0,4.81,0.0,43.3,58.5,,14.0,3.8,,,33.61,,ENE,
CXXC1,10/07/2017 10:00 PDT,69.8,26.0,2.59,128.0,7.49,0.0,266.4,63.1,,13.9,4.1,,,33.29,,SE,
CXXC1,10/07/2017 11:00 PDT,72.14,25.0,3.49,182.0,7.29,0.0,476.6,71.8,,13.9,4.3,,,34.32,,S,
CXXC1,10/07/2017 12:00 PDT,75.02,23.0,4.7,147.0,9.6,0.0,652.9,79.2,,13.8,5.2,,,34.69,,SSE,
CXXC1,10/07/2017 13:00 PDT,75.74,21.0,3.6,70.0,8.81,0.0,775.0,86.2,,13.8,5.1,,,33.03,,ENE,
CXXC1,10/07/2017 14:00 PDT,80.06,17.0,3.49,25.0,10.69,0.0,836.0,90.9,,13.8,5.6,,,31.41,,NNE,78.57
CXXC1,10/07/2017 15:00 PDT,80.42,13.0,8.01,47.0,13.4,0.0,834.0,92.1,,13.8,5.4,,,25.23,,NE,78.77
CXXC1,10/07/2017 16:00 PDT,80.96,13.0,9.6,48.0,15.9,0.0,760.6,92.1,,13.8,6.0,,,25.66,,NE,79.37
CXXC1,10/07/2017 17:00 PDT,81.14,15.0,9.48,48.0,14.7,0.0,619.9,90.9,,13.8,5.1,,,29.24,,NE,79.66
CXXC1,10/07/2017 18:00 PDT,79.52,16.0,9.31,54.0,16.11,0.0,425.2,88.5,,13.8,4.9,,,29.49,,NE,
CXXC1,10/07/2017 19:00 PDT,77.0,17.0,11.21,74.0,15.9,0.0,203.6,84.6,,13.8,4.8,,,28.9,,ENE,
CXXC1,10/07/2017 20:00 PDT,73.04,19.0,6.6,112.0,14.9,0.0,22.7,80.1,,13.3,4.7,,,28.32,,ESE,
CXXC1,10/07/2017 21:00 PDT,68.36,23.0,4.0,77.0,6.6,0.0,0.1,75.9,,13.2,4.6,,,29.04,,ENE,
CXXC1,10/07/2017 22:00 PDT,69.26,20.0,4.7,60.0,6.8,0.0,0.1,72.7,,13.1,4.1,,,26.41,,ENE,
CXXC1,10/07/2017 23:00 PDT,68.9,16.0,5.21,59.0,7.0,0.0,0.1,70.7,,13.0,4.3,,,20.83,,ENE,
CXXC1,10/08/2017 00:00 PDT,70.0,22.0,6.2,56.0,8.7,0.0,0.05,69.3,,13.0,4.0,,,29.34,,NE,
CXXC1,10/08/2017 01:00 PDT,69.26,24.0,3.31,60.0,8.99,0.0,0.0,67.8,0.0,13.0,3.6,81.9,58.3,30.84,,ENE,
CXXC1,10/08/2017 02:00 PDT,66.02,28.0,5.99,52.0,8.3,0.0,0.0,66.4,,12.9,3.8,,,31.86,,NE,
CXXC1,10/08/2017 03:00 PDT,64.04,32.0,6.51,50.0,8.01,0.0,0.1,65.8,,12.9,3.3,,,33.45,,NE,
CXXC1,10/08/2017 04:00 PDT,63.5,30.0,4.99,50.0,9.1,0.0,0.0,64.4,,12.9,3.7,,,31.37,,NE,
CXXC1,10/08/2017 05:00 PDT,61.34,31.0,5.61,51.0,7.49,0.0,0.0,63.5,,12.9,3.1,,,30.29,,NE,
CXXC1,10/08/2017 06:00 PDT,65.84,27.0,5.79,49.0,7.61,0.0,0.0,62.6,,12.9,3.5,,,30.81,,NE,
CXXC1,10/08/2017 07:00 PDT,61.52,27.0,5.3,47.0,7.81,0.0,0.1,62.1,,12.9,3.4,,,27.07,,NE,
CXXC1,10/08/2017 08:00 PDT,62.6,27.0,5.61,48.0,7.81,0.0,0.8,61.2,,12.8,4.0,,,28.01,,NE,
CXXC1,10/08/2017 09:00 PDT,65.12,26.0,5.39,48.0,7.81,0.0,36.8,61.3,,13.8,3.5,,,29.26,,NE,
CXXC1,10/08/2017 10:00 PDT,73.4,20.0,1.1,67.0,5.21,0.0,267.6,65.8,,13.9,3.5,,,29.87,,ENE,
